text,label
"if check == ""n"":
            return tree_node
        right_node = TreeNode(int(check))
        node_found.right = right_node
        q.put(right_node)",human
"node_found.right = right_node
        q.put(right_node)
    raise ValueError(""Something went wrong"")",human
"def pre_order(node: TreeNode) -> None:
    """"""
    >>> root = TreeNode(1)",human
"""""""
    >>> root = TreeNode(1)
    >>> tree_node2 = TreeNode(2)
    >>> tree_node3 = TreeNode(3)
    >>> tree_node4 = TreeNode(4)",human
">>> tree_node3 = TreeNode(3)
    >>> tree_node4 = TreeNode(4)
    >>> tree_node5 = TreeNode(5)
    >>> tree_node6 = TreeNode(6)
    >>> tree_node7 = TreeNode(7)",human
">>> tree_node6 = TreeNode(6)
    >>> tree_node7 = TreeNode(7)
    >>> root.left, root.right = tree_node2, tree_node3
    >>> tree_node2.left, tree_node2.right = tree_node4 , tree_node5
    >>> tree_node3.left, tree_node3.right = tree_node6 , tree_node7",human
">>> tree_node2.left, tree_node2.right = tree_node4 , tree_node5
    >>> tree_node3.left, tree_node3.right = tree_node6 , tree_node7
    >>> pre_order(root)
    1,2,4,5,3,6,7,
    """"""",human
"1,2,4,5,3,6,7,
    """"""
    if not isinstance(node, TreeNode) or not node:
        return
    print(node.data, end="","")",human
"return
    print(node.data, end="","")
    pre_order(node.left)
    pre_order(node.right)",human
"pre_order(node.right)
def in_order(node: TreeNode) -> None:
    """"""",human
"def in_order(node: TreeNode) -> None:
    """"""
    >>> root = TreeNode(1)
    >>> tree_node2 = TreeNode(2)
    >>> tree_node3 = TreeNode(3)",human
">>> tree_node2 = TreeNode(2)
    >>> tree_node3 = TreeNode(3)
    >>> tree_node4 = TreeNode(4)
    >>> tree_node5 = TreeNode(5)
    >>> tree_node6 = TreeNode(6)",human
">>> tree_node5 = TreeNode(5)
    >>> tree_node6 = TreeNode(6)
    >>> tree_node7 = TreeNode(7)
    >>> root.left, root.right = tree_node2, tree_node3
    >>> tree_node2.left, tree_node2.right = tree_node4 , tree_node5",human
">>> root.left, root.right = tree_node2, tree_node3
    >>> tree_node2.left, tree_node2.right = tree_node4 , tree_node5
    >>> tree_node3.left, tree_node3.right = tree_node6 , tree_node7
    >>> in_order(root)
    4,2,5,1,6,3,7,",human
">>> in_order(root)
    4,2,5,1,6,3,7,
    """"""
    if not isinstance(node, TreeNode) or not node:
        return",human
"if not isinstance(node, TreeNode) or not node:
        return
    in_order(node.left)
    print(node.data, end="","")
    in_order(node.right)",human
"print(node.data, end="","")
    in_order(node.right)
def post_order(node: TreeNode) -> None:",human
"def post_order(node: TreeNode) -> None:
    """"""
    >>> root = TreeNode(1)
    >>> tree_node2 = TreeNode(2)",human
">>> root = TreeNode(1)
    >>> tree_node2 = TreeNode(2)
    >>> tree_node3 = TreeNode(3)
    >>> tree_node4 = TreeNode(4)
    >>> tree_node5 = TreeNode(5)",human
">>> tree_node4 = TreeNode(4)
    >>> tree_node5 = TreeNode(5)
    >>> tree_node6 = TreeNode(6)
    >>> tree_node7 = TreeNode(7)
    >>> root.left, root.right = tree_node2, tree_node3",human
">>> tree_node7 = TreeNode(7)
    >>> root.left, root.right = tree_node2, tree_node3
    >>> tree_node2.left, tree_node2.right = tree_node4 , tree_node5
    >>> tree_node3.left, tree_node3.right = tree_node6 , tree_node7
    >>> post_order(root)",human
">>> tree_node3.left, tree_node3.right = tree_node6 , tree_node7
    >>> post_order(root)
    4,5,2,6,7,3,1,
    """"""
    if not isinstance(node, TreeNode) or not node:",human
"""""""
    if not isinstance(node, TreeNode) or not node:
        return
    post_order(node.left)
    post_order(node.right)",human
"post_order(node.left)
    post_order(node.right)
    print(node.data, end="","")",human
"def level_order(node: TreeNode) -> None:
    """"""
    >>> root = TreeNode(1)",human
">>> tree_node2.left, tree_node2.right = tree_node4 , tree_node5
    >>> tree_node3.left, tree_node3.right = tree_node6 , tree_node7
    >>> level_order(root)
    1,2,3,4,5,6,7,
    """"""",human
"1,2,3,4,5,6,7,
    """"""
    if not isinstance(node, TreeNode) or not node:
        return
    q: queue.Queue = queue.Queue()",human
"return
    q: queue.Queue = queue.Queue()
    q.put(node)
    while not q.empty():
        node_dequeued = q.get()",human
"while not q.empty():
        node_dequeued = q.get()
        print(node_dequeued.data, end="","")
        if node_dequeued.left:
            q.put(node_dequeued.left)",human
"if node_dequeued.left:
            q.put(node_dequeued.left)
        if node_dequeued.right:
            q.put(node_dequeued.right)",human
"q.put(node_dequeued.right)
def level_order_actual(node: TreeNode) -> None:
    """"""",human
"def level_order_actual(node: TreeNode) -> None:
    """"""
    >>> root = TreeNode(1)
    >>> tree_node2 = TreeNode(2)
    >>> tree_node3 = TreeNode(3)",human
">>> root.left, root.right = tree_node2, tree_node3
    >>> tree_node2.left, tree_node2.right = tree_node4 , tree_node5
    >>> tree_node3.left, tree_node3.right = tree_node6 , tree_node7
    >>> level_order_actual(root)
    1,",human
">>> level_order_actual(root)
    1,
    2,3,
    4,5,6,7,
    """"""",human
"4,5,6,7,
    """"""
    if not isinstance(node, TreeNode) or not node:
        return
    q: queue.Queue = queue.Queue()",human
"return
    q: queue.Queue = queue.Queue()
    q.put(node)
    while not q.empty():
        list_ = []",human
"while not q.empty():
        list_ = []
        while not q.empty():
            node_dequeued = q.get()
            print(node_dequeued.data, end="","")",human
"node_dequeued = q.get()
            print(node_dequeued.data, end="","")
            if node_dequeued.left:
                list_.append(node_dequeued.left)
            if node_dequeued.right:",human
"list_.append(node_dequeued.left)
            if node_dequeued.right:
                list_.append(node_dequeued.right)
        print()
        for inner_node in list_:",human
"print()
        for inner_node in list_:
            q.put(inner_node)",human
"def pre_order_iter(node: TreeNode) -> None:
    """"""",human
"def pre_order_iter(node: TreeNode) -> None:
    """"""
    >>> root = TreeNode(1)
    >>> tree_node2 = TreeNode(2)
    >>> tree_node3 = TreeNode(3)",human
">>> root.left, root.right = tree_node2, tree_node3
    >>> tree_node2.left, tree_node2.right = tree_node4 , tree_node5
    >>> tree_node3.left, tree_node3.right = tree_node6 , tree_node7
    >>> pre_order_iter(root)
    1,2,4,5,3,6,7,",human
">>> pre_order_iter(root)
    1,2,4,5,3,6,7,
    """"""
    if not isinstance(node, TreeNode) or not node:
        return",human
"if not isinstance(node, TreeNode) or not node:
        return
    stack: list[TreeNode] = []
    n = node
    while n or stack:",human
"n = node
    while n or stack:
        while n:  # start from root node, find its left child
            print(n.data, end="","")
            stack.append(n)",human
"print(n.data, end="","")
            stack.append(n)
            n = n.left
        n = stack.pop()",human
"n = stack.pop()
        n = n.right",human
"n = n.right
def in_order_iter(node: TreeNode) -> None:
    """"""",human
"def in_order_iter(node: TreeNode) -> None:
    """"""
    >>> root = TreeNode(1)
    >>> tree_node2 = TreeNode(2)
    >>> tree_node3 = TreeNode(3)",human
">>> root.left, root.right = tree_node2, tree_node3
    >>> tree_node2.left, tree_node2.right = tree_node4 , tree_node5
    >>> tree_node3.left, tree_node3.right = tree_node6 , tree_node7
    >>> in_order_iter(root)
    4,2,5,1,6,3,7,",human
">>> in_order_iter(root)
    4,2,5,1,6,3,7,
    """"""
    if not isinstance(node, TreeNode) or not node:
        return",human
"n = node
    while n or stack:
        while n:
            stack.append(n)
            n = n.left",human
"stack.append(n)
            n = n.left
        n = stack.pop()
        print(n.data, end="","")
        n = n.right",human
"print(n.data, end="","")
        n = n.right
def post_order_iter(node: TreeNode) -> None:",human
"def post_order_iter(node: TreeNode) -> None:
    """"""
    >>> root = TreeNode(1)
    >>> tree_node2 = TreeNode(2)",human
">>> tree_node7 = TreeNode(7)
    >>> root.left, root.right = tree_node2, tree_node3
    >>> tree_node2.left, tree_node2.right = tree_node4 , tree_node5
    >>> tree_node3.left, tree_node3.right = tree_node6 , tree_node7
    >>> post_order_iter(root)",human
">>> tree_node3.left, tree_node3.right = tree_node6 , tree_node7
    >>> post_order_iter(root)
    4,5,2,6,7,3,1,
    """"""
    if not isinstance(node, TreeNode) or not node:",human
"""""""
    if not isinstance(node, TreeNode) or not node:
        return
    stack1, stack2 = [], []
    n = node",human
"stack1, stack2 = [], []
    n = node
    stack1.append(n)
    while stack1:  # to find the reversed order of post order, store it in stack2
        n = stack1.pop()",human
"while stack1:  # to find the reversed order of post order, store it in stack2
        n = stack1.pop()
        if n.left:
            stack1.append(n.left)
        if n.right:",human
"stack1.append(n.left)
        if n.right:
            stack1.append(n.right)
        stack2.append(n)
    while stack2:  # pop up from stack2 will be the post order",human
"stack2.append(n)
    while stack2:  # pop up from stack2 will be the post order
        print(stack2.pop().data, end="","")",human
"def prompt(s: str = """", width=50, char=""*"") -> str:
    if not s:
        return ""\n"" + width * char",human
"if not s:
        return ""\n"" + width * char
    left, extra = divmod(width - len(s) - 2, 2)
    return f""{left * char} {s} {(left + extra) * char}""",human
"return f""{left * char} {s} {(left + extra) * char}""
if __name__ == ""__main__"":
    import doctest",human
"if __name__ == ""__main__"":
    import doctest
    doctest.testmod()
    print(prompt(""Binary Tree Traversals""))",human
"doctest.testmod()
    print(prompt(""Binary Tree Traversals""))
    node: TreeNode = build_tree()
    print(prompt(""Pre Order Traversal""))",human
"node: TreeNode = build_tree()
    print(prompt(""Pre Order Traversal""))
    pre_order(node)
    print(prompt() + ""\n"")",human
"print(prompt() + ""\n"")
    print(prompt(""In Order Traversal""))
    in_order(node)
    print(prompt() + ""\n"")",human
"in_order(node)
    print(prompt() + ""\n"")
    print(prompt(""Post Order Traversal""))
    post_order(node)",human
"print(prompt(""Post Order Traversal""))
    post_order(node)
    print(prompt() + ""\n"")
    print(prompt(""Level Order Traversal""))",human
"print(prompt(""Level Order Traversal""))
    level_order(node)
    print(prompt() + ""\n"")",human
"print(prompt() + ""\n"")
    print(prompt(""Actual Level Order Traversal""))
    level_order_actual(node)
    print(""*"" * 50 + ""\n"")",human
"level_order_actual(node)
    print(""*"" * 50 + ""\n"")
    print(prompt(""Pre Order Traversal - Iteration Version""))
    pre_order_iter(node)",human
"print(prompt(""Pre Order Traversal - Iteration Version""))
    pre_order_iter(node)
    print(prompt() + ""\n"")
    print(prompt(""In Order Traversal - Iteration Version""))",human
"print(prompt(""In Order Traversal - Iteration Version""))
    in_order_iter(node)
    print(prompt() + ""\n"")",human
"print(prompt() + ""\n"")
    print(prompt(""Post Order Traversal - Iteration Version""))
    post_order_iter(node)
    print(prompt())",human
"post_order_iter(node)
    print(prompt())",human
"""""""
This is pure Python implementation of tree traversal algorithms
""""""",human
"class TreeNode:
    def __init__(self, data):
        self.data = data
        self.right = None",human
"self.right = None
        self.left = None",human
"def build_tree() -> TreeNode:
    print(""\n********Press N to stop entering at any point of time********\n"")
    check = input(""Enter the value of the root node: "").strip().lower()",human
"check = input(""Enter the value of the root node: "").strip().lower()
    q: queue.Queue = queue.Queue()
    tree_node = TreeNode(int(check))
    q.put(tree_node)",human
"q.put(tree_node)
    while not q.empty():
        node_found = q.get()
        msg = f""Enter the left node of {node_found.data}: """,human
"msg = f""Enter the left node of {node_found.data}: ""
        check = input(msg).strip().lower() or ""n""
        if check == ""n"":
            return tree_node",human
"return tree_node
        left_node = TreeNode(int(check))
        node_found.left = left_node
        q.put(left_node)",human
"q.put(left_node)
        msg = f""Enter the right node of {node_found.data}: ""
        check = input(msg).strip().lower() or ""n""
        if check == ""n"":",human
"if check == ""n"":
            return tree_node
        right_node = TreeNode(int(check))
        node_found.right = right_node",human
"def pre_order(node: TreeNode) -> None:
    """"""",human
"""""""
    >>> root = TreeNode(1)
    >>> tree_node2 = TreeNode(2)
    >>> tree_node3 = TreeNode(3)",human
">>> tree_node3 = TreeNode(3)
    >>> tree_node4 = TreeNode(4)
    >>> tree_node5 = TreeNode(5)
    >>> tree_node6 = TreeNode(6)",human
">>> tree_node6 = TreeNode(6)
    >>> tree_node7 = TreeNode(7)
    >>> root.left, root.right = tree_node2, tree_node3
    >>> tree_node2.left, tree_node2.right = tree_node4 , tree_node5",human
">>> tree_node2.left, tree_node2.right = tree_node4 , tree_node5
    >>> tree_node3.left, tree_node3.right = tree_node6 , tree_node7
    >>> pre_order(root)
    1,2,4,5,3,6,7,",human
"1,2,4,5,3,6,7,
    """"""
    if not isinstance(node, TreeNode) or not node:
        return",human
"pre_order(node.right)
def in_order(node: TreeNode) -> None:",human
"def in_order(node: TreeNode) -> None:
    """"""
    >>> root = TreeNode(1)
    >>> tree_node2 = TreeNode(2)",human
">>> tree_node2 = TreeNode(2)
    >>> tree_node3 = TreeNode(3)
    >>> tree_node4 = TreeNode(4)
    >>> tree_node5 = TreeNode(5)",human
">>> tree_node5 = TreeNode(5)
    >>> tree_node6 = TreeNode(6)
    >>> tree_node7 = TreeNode(7)
    >>> root.left, root.right = tree_node2, tree_node3",human
">>> root.left, root.right = tree_node2, tree_node3
    >>> tree_node2.left, tree_node2.right = tree_node4 , tree_node5
    >>> tree_node3.left, tree_node3.right = tree_node6 , tree_node7
    >>> in_order(root)",human
">>> in_order(root)
    4,2,5,1,6,3,7,
    """"""
    if not isinstance(node, TreeNode) or not node:",human
"if not isinstance(node, TreeNode) or not node:
        return
    in_order(node.left)
    print(node.data, end="","")",human
"print(node.data, end="","")
    in_order(node.right)",human
"def post_order(node: TreeNode) -> None:
    """"""
    >>> root = TreeNode(1)",human
">>> root = TreeNode(1)
    >>> tree_node2 = TreeNode(2)
    >>> tree_node3 = TreeNode(3)
    >>> tree_node4 = TreeNode(4)",human
">>> tree_node4 = TreeNode(4)
    >>> tree_node5 = TreeNode(5)
    >>> tree_node6 = TreeNode(6)
    >>> tree_node7 = TreeNode(7)",human
">>> tree_node7 = TreeNode(7)
    >>> root.left, root.right = tree_node2, tree_node3
    >>> tree_node2.left, tree_node2.right = tree_node4 , tree_node5
    >>> tree_node3.left, tree_node3.right = tree_node6 , tree_node7",human
">>> tree_node3.left, tree_node3.right = tree_node6 , tree_node7
    >>> post_order(root)
    4,5,2,6,7,3,1,
    """"""",human
"""""""
    if not isinstance(node, TreeNode) or not node:
        return
    post_order(node.left)",human
"def level_order(node: TreeNode) -> None:
    """"""",human
">>> tree_node2.left, tree_node2.right = tree_node4 , tree_node5
    >>> tree_node3.left, tree_node3.right = tree_node6 , tree_node7
    >>> level_order(root)
    1,2,3,4,5,6,7,",human
"1,2,3,4,5,6,7,
    """"""
    if not isinstance(node, TreeNode) or not node:
        return",human
"return
    q: queue.Queue = queue.Queue()
    q.put(node)
    while not q.empty():",human
"while not q.empty():
        node_dequeued = q.get()
        print(node_dequeued.data, end="","")
        if node_dequeued.left:",human
"q.put(node_dequeued.right)
def level_order_actual(node: TreeNode) -> None:",human
"def level_order_actual(node: TreeNode) -> None:
    """"""
    >>> root = TreeNode(1)
    >>> tree_node2 = TreeNode(2)",human
">>> root.left, root.right = tree_node2, tree_node3
    >>> tree_node2.left, tree_node2.right = tree_node4 , tree_node5
    >>> tree_node3.left, tree_node3.right = tree_node6 , tree_node7
    >>> level_order_actual(root)",human
">>> level_order_actual(root)
    1,
    2,3,
    4,5,6,7,",human
"4,5,6,7,
    """"""
    if not isinstance(node, TreeNode) or not node:
        return",human
"while not q.empty():
        list_ = []
        while not q.empty():
            node_dequeued = q.get()",human
"node_dequeued = q.get()
            print(node_dequeued.data, end="","")
            if node_dequeued.left:
                list_.append(node_dequeued.left)",human
"list_.append(node_dequeued.left)
            if node_dequeued.right:
                list_.append(node_dequeued.right)
        print()",human
def pre_order_iter(node: TreeNode) -> None:,human
"def pre_order_iter(node: TreeNode) -> None:
    """"""
    >>> root = TreeNode(1)
    >>> tree_node2 = TreeNode(2)",human
">>> root.left, root.right = tree_node2, tree_node3
    >>> tree_node2.left, tree_node2.right = tree_node4 , tree_node5
    >>> tree_node3.left, tree_node3.right = tree_node6 , tree_node7
    >>> pre_order_iter(root)",human
">>> pre_order_iter(root)
    1,2,4,5,3,6,7,
    """"""
    if not isinstance(node, TreeNode) or not node:",human
"if not isinstance(node, TreeNode) or not node:
        return
    stack: list[TreeNode] = []
    n = node",human
"n = node
    while n or stack:
        while n:  # start from root node, find its left child
            print(n.data, end="","")",human
"print(n.data, end="","")
            stack.append(n)
            n = n.left",human
"n = n.right
def in_order_iter(node: TreeNode) -> None:",human
"def in_order_iter(node: TreeNode) -> None:
    """"""
    >>> root = TreeNode(1)
    >>> tree_node2 = TreeNode(2)",human
">>> root.left, root.right = tree_node2, tree_node3
    >>> tree_node2.left, tree_node2.right = tree_node4 , tree_node5
    >>> tree_node3.left, tree_node3.right = tree_node6 , tree_node7
    >>> in_order_iter(root)",human
">>> in_order_iter(root)
    4,2,5,1,6,3,7,
    """"""
    if not isinstance(node, TreeNode) or not node:",human
"n = node
    while n or stack:
        while n:
            stack.append(n)",human
"stack.append(n)
            n = n.left
        n = stack.pop()
        print(n.data, end="","")",human
"print(n.data, end="","")
        n = n.right",human
"def post_order_iter(node: TreeNode) -> None:
    """"""
    >>> root = TreeNode(1)",human
">>> tree_node3.left, tree_node3.right = tree_node6 , tree_node7
    >>> post_order_iter(root)
    4,5,2,6,7,3,1,
    """"""",human
"""""""
    if not isinstance(node, TreeNode) or not node:
        return
    stack1, stack2 = [], []",human
"stack1, stack2 = [], []
    n = node
    stack1.append(n)
    while stack1:  # to find the reversed order of post order, store it in stack2",human
"while stack1:  # to find the reversed order of post order, store it in stack2
        n = stack1.pop()
        if n.left:
            stack1.append(n.left)",human
"stack1.append(n.left)
        if n.right:
            stack1.append(n.right)
        stack2.append(n)",human
"def prompt(s: str = """", width=50, char=""*"") -> str:
    if not s:",human
"return f""{left * char} {s} {(left + extra) * char}""
if __name__ == ""__main__"":",human
"if __name__ == ""__main__"":
    import doctest
    doctest.testmod()",human
"doctest.testmod()
    print(prompt(""Binary Tree Traversals""))
    node: TreeNode = build_tree()",human
"print(prompt() + ""\n"")
    print(prompt(""In Order Traversal""))
    in_order(node)",human
"in_order(node)
    print(prompt() + ""\n"")
    print(prompt(""Post Order Traversal""))",human
"print(prompt(""Post Order Traversal""))
    post_order(node)
    print(prompt() + ""\n"")",human
"print(prompt() + ""\n"")
    print(prompt(""Actual Level Order Traversal""))
    level_order_actual(node)",human
"level_order_actual(node)
    print(""*"" * 50 + ""\n"")
    print(prompt(""Pre Order Traversal - Iteration Version""))",human
"print(prompt(""Pre Order Traversal - Iteration Version""))
    pre_order_iter(node)
    print(prompt() + ""\n"")",human
"print(prompt() + ""\n"")
    print(prompt(""Post Order Traversal - Iteration Version""))
    post_order_iter(node)",human
"def bubble_sort_iterative(collection: list[Any]) -> list[Any]:
    """"""Pure implementation of bubble sort algorithm in Python

    :param collection: some mutable ordered collection with heterogeneous
    comparable items inside
    :return: the same collection ordered by ascending

    Examples:
    >>> bubble_sort_iterative([0, 5, 2, 3, 2])
    [0, 2, 2, 3, 5]
    >>> bubble_sort_iterative([])
    []
    >>> bubble_sort_iterative([-2, -45, -5])
    [-45, -5, -2]
    >>> bubble_sort_iterative([-23, 0, 6, -4, 34])
    [-23, -4, 0, 6, 34]
    >>> bubble_sort_iterative([0, 5, 2, 3, 2]) == sorted([0, 5, 2, 3, 2])
    True
    >>> bubble_sort_iterative([]) == sorted([])
    True
    >>> bubble_sort_iterative([-2, -45, -5]) == sorted([-2, -45, -5])
    True
    >>> bubble_sort_iterative([-23, 0, 6, -4, 34]) == sorted([-23, 0, 6, -4, 34])
    True
    >>> bubble_sort_iterative(['d', 'a', 'b', 'e']) == sorted(['d', 'a', 'b', 'e'])
    True
    >>> bubble_sort_iterative(['z', 'a', 'y', 'b', 'x', 'c'])
    ['a', 'b', 'c', 'x', 'y', 'z']
    >>> bubble_sort_iterative([1.1, 3.3, 5.5, 7.7, 2.2, 4.4, 6.6])
    [1.1, 2.2, 3.3, 4.4, 5.5, 6.6, 7.7]
    >>> bubble_sort_iterative([1, 3.3, 5, 7.7, 2, 4.4, 6])
    [1, 2, 3.3, 4.4, 5, 6, 7.7]
    >>> import random
    >>> collection_arg = random.sample(range(-50, 50), 100)
    >>> bubble_sort_iterative(collection_arg) == sorted(collection_arg)
    True
    >>> import string
    >>> collection_arg = random.choices(string.ascii_letters + string.digits, k=100)
    >>> bubble_sort_iterative(collection_arg) == sorted(collection_arg)
    True
    """"""
    length = len(collection)
    for i in reversed(range(length)):
        swapped = False
        for j in range(i):
            if collection[j] > collection[j + 1]:
                swapped = True
                collection[j], collection[j + 1] = collection[j + 1], collection[j]
        if not swapped:
            break  # Stop iteration if the collection is sorted.
    return collection",human
"def bubble_sort_recursive(collection: list[Any]) -> list[Any]:
    """"""It is similar iterative bubble sort but recursive.

    :param collection: mutable ordered sequence of elements
    :return: the same list in ascending order

    Examples:
    >>> bubble_sort_recursive([0, 5, 2, 3, 2])
    [0, 2, 2, 3, 5]
    >>> bubble_sort_iterative([])
    []
    >>> bubble_sort_recursive([-2, -45, -5])
    [-45, -5, -2]
    >>> bubble_sort_recursive([-23, 0, 6, -4, 34])
    [-23, -4, 0, 6, 34]
    >>> bubble_sort_recursive([0, 5, 2, 3, 2]) == sorted([0, 5, 2, 3, 2])
    True
    >>> bubble_sort_recursive([]) == sorted([])
    True
    >>> bubble_sort_recursive([-2, -45, -5]) == sorted([-2, -45, -5])
    True
    >>> bubble_sort_recursive([-23, 0, 6, -4, 34]) == sorted([-23, 0, 6, -4, 34])
    True
    >>> bubble_sort_recursive(['d', 'a', 'b', 'e']) == sorted(['d', 'a', 'b', 'e'])
    True
    >>> bubble_sort_recursive(['z', 'a', 'y', 'b', 'x', 'c'])
    ['a', 'b', 'c', 'x', 'y', 'z']
    >>> bubble_sort_recursive([1.1, 3.3, 5.5, 7.7, 2.2, 4.4, 6.6])
    [1.1, 2.2, 3.3, 4.4, 5.5, 6.6, 7.7]
    >>> bubble_sort_recursive([1, 3.3, 5, 7.7, 2, 4.4, 6])
    [1, 2, 3.3, 4.4, 5, 6, 7.7]
    >>> bubble_sort_recursive(['a', 'Z', 'B', 'C', 'A', 'c'])
    ['A', 'B', 'C', 'Z', 'a', 'c']
    >>> import random
    >>> collection_arg = random.sample(range(-50, 50), 100)
    >>> bubble_sort_recursive(collection_arg) == sorted(collection_arg)
    True
    >>> import string
    >>> collection_arg = random.choices(string.ascii_letters + string.digits, k=100)
    >>> bubble_sort_recursive(collection_arg) == sorted(collection_arg)
    True
    """"""
    length = len(collection)
    swapped = False
    for i in range(length - 1):
        if collection[i] > collection[i + 1]:
            collection[i], collection[i + 1] = collection[i + 1], collection[i]
            swapped = True

    return collection if not swapped else bubble_sort_recursive(collection)",human
"from typing import Any


def bubble_sort_iterative(collection: list[Any]) -> list[Any]:
    """"""Pure implementation of bubble sort algorithm in Python

    :param collection: some mutable ordered collection with heterogeneous
    comparable items inside
    :return: the same collection ordered by ascending

    Examples:
    >>> bubble_sort_iterative([0, 5, 2, 3, 2])
    [0, 2, 2, 3, 5]
    >>> bubble_sort_iterative([])
    []
    >>> bubble_sort_iterative([-2, -45, -5])
    [-45, -5, -2]
    >>> bubble_sort_iterative([-23, 0, 6, -4, 34])
    [-23, -4, 0, 6, 34]
    >>> bubble_sort_iterative([0, 5, 2, 3, 2]) == sorted([0, 5, 2, 3, 2])
    True
    >>> bubble_sort_iterative([]) == sorted([])
    True
    >>> bubble_sort_iterative([-2, -45, -5]) == sorted([-2, -45, -5])
    True
    >>> bubble_sort_iterative([-23, 0, 6, -4, 34]) == sorted([-23, 0, 6, -4, 34])
    True
    >>> bubble_sort_iterative(['d', 'a', 'b', 'e']) == sorted(['d', 'a', 'b', 'e'])
    True
    >>> bubble_sort_iterative(['z', 'a', 'y', 'b', 'x', 'c'])
    ['a', 'b', 'c', 'x', 'y', 'z']
    >>> bubble_sort_iterative([1.1, 3.3, 5.5, 7.7, 2.2, 4.4, 6.6])
    [1.1, 2.2, 3.3, 4.4, 5.5, 6.6, 7.7]
    >>> bubble_sort_iterative([1, 3.3, 5, 7.7, 2, 4.4, 6])
    [1, 2, 3.3, 4.4, 5, 6, 7.7]
    >>> import random
    >>> collection_arg = random.sample(range(-50, 50), 100)
    >>> bubble_sort_iterative(collection_arg) == sorted(collection_arg)
    True
    >>> import string
    >>> collection_arg = random.choices(string.ascii_letters + string.digits, k=100)
    >>> bubble_sort_iterative(collection_arg) == sorted(collection_arg)
    True
    """"""
    length = len(collection)
    for i in reversed(range(length)):
        swapped = False
        for j in range(i):
            if collection[j] > collection[j + 1]:
                swapped = True
                collection[j], collection[j + 1] = collection[j + 1], collection[j]
        if not swapped:
            break  # Stop iteration if the collection is sorted.
    return collection


def bubble_sort_recursive(collection: list[Any]) -> list[Any]:
    """"""It is similar iterative bubble sort but recursive.

    :param collection: mutable ordered sequence of elements
    :return: the same list in ascending order

    Examples:
    >>> bubble_sort_recursive([0, 5, 2, 3, 2])
    [0, 2, 2, 3, 5]
    >>> bubble_sort_iterative([])
    []
    >>> bubble_sort_recursive([-2, -45, -5])
    [-45, -5, -2]
    >>> bubble_sort_recursive([-23, 0, 6, -4, 34])
    [-23, -4, 0, 6, 34]
    >>> bubble_sort_recursive([0, 5, 2, 3, 2]) == sorted([0, 5, 2, 3, 2])
    True
    >>> bubble_sort_recursive([]) == sorted([])
    True
    >>> bubble_sort_recursive([-2, -45, -5]) == sorted([-2, -45, -5])
    True
    >>> bubble_sort_recursive([-23, 0, 6, -4, 34]) == sorted([-23, 0, 6, -4, 34])
    True
    >>> bubble_sort_recursive(['d', 'a', 'b', 'e']) == sorted(['d', 'a', 'b', 'e'])
    True
    >>> bubble_sort_recursive(['z', 'a', 'y', 'b', 'x', 'c'])
    ['a', 'b', 'c', 'x', 'y', 'z']
    >>> bubble_sort_recursive([1.1, 3.3, 5.5, 7.7, 2.2, 4.4, 6.6])
    [1.1, 2.2, 3.3, 4.4, 5.5, 6.6, 7.7]
    >>> bubble_sort_recursive([1, 3.3, 5, 7.7, 2, 4.4, 6])
    [1, 2, 3.3, 4.4, 5, 6, 7.7]
    >>> bubble_sort_recursive(['a', 'Z', 'B', 'C', 'A', 'c'])
    ['A', 'B', 'C', 'Z', 'a', 'c']
    >>> import random
    >>> collection_arg = random.sample(range(-50, 50), 100)
    >>> bubble_sort_recursive(collection_arg) == sorted(collection_arg)
    True
    >>> import string
    >>> collection_arg = random.choices(string.ascii_letters + string.digits, k=100)
    >>> bubble_sort_recursive(collection_arg) == sorted(collection_arg)
    True
    """"""
    length = len(collection)
    swapped = False
    for i in range(length - 1):
        if collection[i] > collection[i + 1]:
            collection[i], collection[i + 1] = collection[i + 1], collection[i]
            swapped = True

    return collection if not swapped else bubble_sort_recursive(collection)


if __name__ == ""__main__"":
    import doctest
    from random import sample
    from timeit import timeit

    doctest.testmod()

    # Benchmark: Iterative seems slightly faster than recursive.
    num_runs = 10_000
    unsorted = sample(range(-50, 50), 100)
    timer_iterative = timeit(
        ""bubble_sort_iterative(unsorted[:])"", globals=globals(), number=num_runs
    )
    print(""\nIterative bubble sort:"")",human
"print(*bubble_sort_iterative(unsorted), sep="","")
    print(f""Processing time (iterative): {timer_iterative:.5f}s for {num_runs:,} runs"")

    unsorted = sample(range(-50, 50), 100)
    timer_recursive = timeit(
        ""bubble_sort_recursive(unsorted[:])"", globals=globals(), number=num_runs
    )
    print(""\nRecursive bubble sort:"")
    print(*bubble_sort_recursive(unsorted), sep="","")
    print(f""Processing time (recursive): {timer_recursive:.5f}s for {num_runs:,} runs"")",human
"from typing import Any
def bubble_sort_iterative(collection: list[Any]) -> list[Any]:
    """"""Pure implementation of bubble sort algorithm in Python",human
"def bubble_sort_iterative(collection: list[Any]) -> list[Any]:
    """"""Pure implementation of bubble sort algorithm in Python
    :param collection: some mutable ordered collection with heterogeneous
    comparable items inside",human
":param collection: some mutable ordered collection with heterogeneous
    comparable items inside
    :return: the same collection ordered by ascending
    Examples:",human
"Examples:
    >>> bubble_sort_iterative([0, 5, 2, 3, 2])
    [0, 2, 2, 3, 5]
    >>> bubble_sort_iterative([])",human
